"auth.name","2015","2016","2017","2018","2019"
"Cardiff",51.852858290718,51.8633347467252,55.2113892375464,54.3265765832831,58.2081008679464
"Swansea",55.894234300404,56.4595834804095,52.0376247952884,52.9832882548896,59.5140452730769
"Carmarthenshire",55.1193772812753,57.0606055999708,69.6818654474957,66.7897102744593,71.9194702913722
"Neath Port Talbot",84.8631513772069,91.3967480266269,88.7825245786447,89.5541951694189,84.7405114565215
"Rhondda Cynon Taf",61.5293156266097,59.8400624737044,83.1009618472753,94.777501503062,78.7572873653921
"Bridgend",81.0090171325518,73.8383679811829,78.0404992987229,83.1272335731225,81.0875642033528
"Gwynedd",44.5232466509062,45.5823293172691,45.5691217014573,42.0837968112718,48.5364949981475
"Pembrokeshire",67.3022994952328,68.0235672201393,68.8413361169102,63.046479521399,63.2445520581114
"Denbighshire",64.7692307692308,61.5328227782172,69.4026317906277,70.6055130425253,74.3506927794463
"Conwy",43.8898096865082,47.3287665216221,50.1279495241623,47.51604564814,48.4357887420949
"Caerphilly",72.9216524216524,97.4577777777778,85.8137297851808,143.849913931479,98.3229721785705
"Powys",47.6279650436954,46.8527315914489,49.7056155994993,48.8858633964408,49.3012445101475
"Monmouthshire",34.4842001842532,38.9948646796781,43.7065807632012,46.1641699561813,54.6782755569854
"Wrexham",64.7509104026346,86.0337728172862,72.9794835667251,62.2677381088471,59.2394132152973
"Ceredigion",98.3815501821457,53.091649047863,53.7635448182776,54.0711025430216,50.7855388641833
"Vale of Glamorgan",84.2565597667638,82.7225130890052,93.0800542740841,87.4845105328377,85.3658536585366
"Flintshire",196.353465267571,121.251009331114,118.842549613775,55.4286538402869,60.9377684559951
"Merthyr Tydfil",75.1798602858054,82.9278083884353,70.3771625868172,59.088861522981,59.9265302255341
"Torfaen",1720,580,2050,2016.66666666667,379.62962962963
"Blaenau Gwent",1134.79333333333,2887.25,1599.66568468439,918.118734177215,1364.12733333333
"Isle of Anglesey",64.4359464627151,59.1735537190083,54.9295774647887,55.5718475073314,54.424040066778
"Newport",78.5397181802611,98.5274754008548,48.321540428468,72.086876155268,50.9993056231953
"Total",61.4319280603532,62.6318341809974,62.5387118527192,61.6384087897887,64.1794445542962
